# color images
# file: 'Recordings/data_202101061638_fps30/'
# timestamp filename
1609918739.397 rgb/image_0000.png
1609918739.430 rgb/image_0001.png
1609918739.463 rgb/image_0002.png
1609918739.496 rgb/image_0003.png
1609918739.529 rgb/image_0004.png
1609918739.562 rgb/image_0005.png
1609918739.595 rgb/image_0006.png
1609918739.628 rgb/image_0007.png
1609918739.661 rgb/image_0008.png
1609918739.694 rgb/image_0009.png
1609918739.727 rgb/image_0010.png
1609918739.760 rgb/image_0011.png
1609918739.793 rgb/image_0012.png
1609918739.826 rgb/image_0013.png
1609918739.859 rgb/image_0014.png
1609918739.892 rgb/image_0015.png
1609918739.925 rgb/image_0016.png
1609918739.958 rgb/image_0017.png
1609918739.991 rgb/image_0018.png
1609918740.024 rgb/image_0019.png
1609918740.057 rgb/image_0020.png
1609918740.090 rgb/image_0021.png
1609918740.123 rgb/image_0022.png
1609918740.156 rgb/image_0023.png
1609918740.189 rgb/image_0024.png
1609918740.222 rgb/image_0025.png
1609918740.255 rgb/image_0026.png
1609918740.288 rgb/image_0027.png
1609918740.321 rgb/image_0028.png
1609918740.354 rgb/image_0029.png
1609918740.387 rgb/image_0030.png
1609918740.420 rgb/image_0031.png
1609918740.453 rgb/image_0032.png
1609918740.486 rgb/image_0033.png
1609918740.519 rgb/image_0034.png
1609918740.552 rgb/image_0035.png
1609918740.585 rgb/image_0036.png
1609918740.618 rgb/image_0037.png
1609918740.651 rgb/image_0038.png
1609918740.684 rgb/image_0039.png
1609918740.717 rgb/image_0040.png
1609918740.750 rgb/image_0041.png
1609918740.783 rgb/image_0042.png
1609918740.816 rgb/image_0043.png
1609918740.849 rgb/image_0044.png
1609918740.882 rgb/image_0045.png
1609918740.915 rgb/image_0046.png
1609918740.948 rgb/image_0047.png
1609918740.981 rgb/image_0048.png
1609918741.014 rgb/image_0049.png
1609918741.047 rgb/image_0050.png
1609918741.080 rgb/image_0051.png
1609918741.113 rgb/image_0052.png
1609918741.146 rgb/image_0053.png
1609918741.179 rgb/image_0054.png
1609918741.212 rgb/image_0055.png
1609918741.245 rgb/image_0056.png
1609918741.278 rgb/image_0057.png
1609918741.311 rgb/image_0058.png
1609918741.344 rgb/image_0059.png
1609918741.377 rgb/image_0060.png
1609918741.410 rgb/image_0061.png
1609918741.443 rgb/image_0062.png
1609918741.476 rgb/image_0063.png
1609918741.509 rgb/image_0064.png
1609918741.542 rgb/image_0065.png
1609918741.575 rgb/image_0066.png
1609918741.608 rgb/image_0067.png
1609918741.641 rgb/image_0068.png
1609918741.674 rgb/image_0069.png
1609918741.707 rgb/image_0070.png
1609918741.740 rgb/image_0071.png
1609918741.773 rgb/image_0072.png
1609918741.806 rgb/image_0073.png
1609918741.839 rgb/image_0074.png
1609918741.872 rgb/image_0075.png
1609918741.905 rgb/image_0076.png
1609918741.938 rgb/image_0077.png
1609918741.971 rgb/image_0078.png
1609918742.004 rgb/image_0079.png
1609918742.037 rgb/image_0080.png
1609918742.070 rgb/image_0081.png
1609918742.103 rgb/image_0082.png
1609918742.136 rgb/image_0083.png
